model,vectorizer,accuracy,precision,recall,f1
LogisticRegression,BagOfWords,0.6666666666666666,0.8,0.6666666666666666,0.625
LogisticRegression,TFIDF,0.6666666666666666,0.8,0.6666666666666666,0.625
MultinomialNB,BagOfWords,0.6666666666666666,0.8,0.6666666666666666,0.625
MultinomialNB,TFIDF,0.6666666666666666,0.8,0.6666666666666666,0.625
